Ticker,Short Name,Market Cap,Ticker.1,BICS L1 Sect Nm,BICS L2 IG Nm,BICS L3 Ind Nm,Avg D Val Traded 5D:D-5,PORT US Sz Fact Exp:D-1,PORT US Prof Fact Exp:D-1,PORT US Vol Fact Exp:D-1,PORT US Trd Act Fact Exp:D-1,PORT US Lev Fact Exp:D-1,PORT US Mom Fact Exp:D-1,PORT US Val Fact Exp:D-1,PORT US Gr Fact Exp:D-1,PORT US Dvd Yld Fact Exp:D-1,PORT US Earn Var Fact Exp:D-1,P/S,BEst P/S BF12M,P/B,BEst P/B BF12M,P/E,BEst P/E BF12M,ROE LF,T12M R&D/Sls,GICS Sector,GICS Ind,GICS SubInd,GICS Sector.1,GICS Ind Name,GICS SubInd Name,ESG Disclosure Score (Latest Available) (BLOOMBERG L.P.),Beta:Y-1,Total Return:Y-1,Number of Employees:Y,Number of Employees:Y-5
SRE US Equity,SEMPRA,51926071662.72,SRE US,Utilities,Utilities,Electric Utilities,227286144.0,-0.8202896118164062,-0.9774277210235596,0.13671185076236725,-0.37851211428642273,0.9890994429588318,-0.5653308033943176,0.631983757019043,-0.8480069041252136,1.0072681903839111,-0.984681248664856,4.0155534744262695,3.0672382211388203,1.8015880584716797,1.4815548950371216,17.84047508239746,15.784571048133612,10.287912368774414,,55.0,551030.0,55103010.0,Utilities,Multi-Utilities,Multi-Utilities,78.6238784790039,0.5894687979955524,20.753000146989997,16835.0,16823.0
HWM US Equity,HOWMET AEROSPACE,51879484877.3,HWM US,Industrials,Industrial Products,Aerospace & Defense,242756992.0,-1.5867252349853516,-0.4441676735877991,0.8037797212600708,-0.019958987832069397,0.08357706665992737,1.537042498588562,-0.465374231338501,-0.4635509252548218,-0.5298122763633728,-0.40466776490211487,7.188851833343506,6.383588287140232,11.688502311706543,9.66607692588315,25.829349517822266,39.22793636836566,25.989110946655273,0.48143053645116923,20.0,201010.0,20101010.0,Industrials,Aerospace & Defense,Aerospace & Defense,,1.2237618696020227,116.9336880917582,23200.0,43000.0
AXON US Equity,AXON ENTERPRISE,51795294050.240005,AXON US,Industrials,Industrial Products,Aerospace & Defense,412950016.0,-2.191189765930176,-0.9538726210594177,0.9869461059570312,0.28860554099082947,-0.564360499382019,1.7631937265396118,-0.942585289478302,1.8725537061691284,-0.7094537615776062,0.542591392993927,26.391067504882812,19.821515751475417,24.611167907714844,19.204779088016302,206.8951873779297,105.35335933702628,16.476932525634766,20.1406206616249,20.0,201010.0,20101010.0,Industrials,Aerospace & Defense,Aerospace & Defense,40.086509704589844,1.0151335839647142,155.8631811922421,2871.0,1155.0
ING US Equity,ING GROEP-ADR,51680163060.66001,ING US,Financials,Banking,Banking,46118452.0,0.3110891878604889,-1.3982517719268799,0.260734498500824,-0.7948640584945679,1.4741971492767334,-0.007078463677316904,1.0508251190185547,-1.1518397331237793,3.0000100135803223,-0.8623902201652527,0.7752377390861511,2.221311151114477,0.9826632738113403,0.91956580371471,8.074254035949707,7.82717014374004,12.588376998901367,,40.0,401010.0,40101010.0,Financials,Banks,Diversified Banks,,0.6637062191598494,38.414746988339246,61999.0,54514.0
NEM US Equity,NEWMONT CORP,51048119478.36001,NEM US,Materials,Materials,Metals & Mining,453263424.0,-0.9374834299087524,-1.7990078926086426,0.48645317554473877,0.5192195773124695,-0.3194921612739563,-0.4023691713809967,0.3476446568965912,-1.2535874843597412,0.6550265550613403,-0.614821195602417,2.9177780151367188,2.797601311099285,1.7180976867675781,1.4794479141352916,17.438955307006836,12.589943085177048,-4.8948469161987305,1.277447459822217,15.0,151040.0,15104030.0,Materials,Metals & Mining,Gold,,0.7487202028843059,36.534618377389116,21700.0,12400.0
QUAL US Equity,ISHARES MSCI USA,51031890000.0,QUAL,,,,228245904.0,,,,,,,,,,,,,,,,,,#N/A Field Not Applicable,,,,,,,,0.9777802056136115,18.24831515838088,,
CMI US Equity,CUMMINS INC,51012443484.71999,CMI US,Industrials,Industrial Products,Transportation Equipment,449079776.0,-0.9270358681678772,-0.8240715861320496,-0.7908802032470703,-0.04768325760960579,-0.20463435351848602,0.37198033928871155,0.1816423386335373,0.1995265930891037,0.45751655101776123,-0.31253519654273987,1.507111668586731,1.4574590875600055,4.974545955657959,4.217213057711074,17.513906478881836,16.296090856500697,41.273990631103516,4.290070963579849,20.0,201060.0,20106010.0,Industrials,Machinery,Construction Machinery & Heavy Transportation Equipment,,0.8517967947647588,53.36568941010804,75500.0,61615.0
GWW US Equity,WW GRAINGER INC,50443630907.0,GWW US,Industrials,Industrial Services,Industrial Support Services,312802464.0,-1.4123599529266357,0.4747547209262848,-0.7702254056930542,-0.3718146085739136,-0.0520818755030632,-0.051972489804029465,-0.13835391402244568,0.7496546506881714,-0.2917378842830658,1.0338141918182373,2.950206995010376,2.78396871580318,13.622368812561035,11.678035332061455,26.475955963134766,25.100285806140278,55.99882888793945,0,20.0,201070.0,20107010.0,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,60.11467742919922,0.8590394859047983,10.479095321957077,26000.0,24600.0
ALL US Equity,ALLSTATE CORP,50376210040.159996,ALL US,Financials,Insurance,Insurance,314042784.0,-0.4080905616283417,-0.9018140435218811,-0.3103429079055786,-0.15153303742408752,-0.428835928440094,-0.18018744885921478,1.5224263668060303,-1.1005641222000122,0.38501378893852234,-0.7456915378570557,0.7844604253768921,0.7552942718845831,2.5997111797332764,2.168326979848597,10.690522193908691,10.352310284271194,25.917064666748047,,40.0,403010.0,40301040.0,Financials,Insurance,Property & Casualty Insurance,,0.47979724597604606,22.455065353860036,53000.0,45140.0
DFS US Equity,DISCOVER FINANCI,50204486968.11,DFS US,Financials,Financial Services,Specialty Finance,258374928.0,-0.5560469627380371,-0.6614170074462891,0.9565209150314331,-0.038641538470983505,0.22135023772716522,0.8116242289543152,1.3400790691375732,-0.8354458212852478,0.08095791935920715,-1.020280122756958,2.1151111125946045,2.866689169467322,2.7971811294555664,2.513958970729774,12.813983917236328,14.141916036325776,24.689254760742188,,40.0,402020.0,40202010.0,Financials,Consumer Finance,Consumer Finance,45.11618423461914,1.1574397654156428,91.89935202350203,21100.0,16600.0
PSX US Equity,PHILLIPS 66,49682604008.100006,PSX US,Energy,Oil & Gas,Oil & Gas Supply Chain,406013792.0,-0.32785066962242126,-1.2345280647277832,0.4717373549938202,-0.031631067395210266,0.29784101247787476,-0.9579036831855774,0.9836395978927612,0.9427424073219299,1.427450180053711,1.3080600500106812,0.3531903326511383,0.3643139086539855,1.729775309562683,1.7674691333847001,19.272533416748047,15.190155316432724,11.285961151123047,,10.0,101020.0,10102030.0,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,65.97927856445312,0.7138496064249753,-15.19454154439459,14000.0,14200.0
HOOD US Equity,ROBINHOOD MARK-A,49454507489.94,HOOD US,Financials,Financial Services,Asset Management,1002953472.0,-1.4827854633331299,-1.2095367908477783,-0.3202216625213623,2.917191982269287,-1.262149453163147,3.0001602172851562,-0.3014651834964752,0.10989296436309814,-0.7094537615776062,0.48783889412879944,20.308555603027344,14.060447915824929,6.8477253913879395,5.770726624981142,93.31805419921875,44.01546943539461,7.618632793426514,,40.0,402030.0,40203020.0,Financials,Capital Markets,Investment Banking & Brokerage,45.02565002441406,2.082407264572692,407.81818736683243,2200.0,
AEM US Equity,AGNICO EAGLE MIN,49398187523.65,AEM US,Materials,Materials,Metals & Mining,264038528.0,-1.316851019859314,-1.0410090684890747,0.8404108285903931,-0.6599860787391663,-1.084815502166748,0.960486888885498,0.35543200373649597,0.06110174581408501,0.267682820558548,-0.35206207633018494,6.269843101501465,5.215133348384533,2.403907060623169,2.147428763516426,29.491321563720703,19.680095135597732,4.972101211547852,,15.0,151040.0,15104030.0,Materials,Metals & Mining,Gold,,0.8018347370533659,112.03118524849813,10155.0,5990.0
FFH CN Equity,FAIRFAX FINL HLD,49371062399.99999,FFH CN,Financials,Insurance,Insurance,161851008.0,-0.7468579411506653,-0.8569320440292358,-0.051951371133327484,-0.7775173187255859,-0.10516836494207382,0.6127230525016785,1.9759321212768555,-0.7363818883895874,-0.08783432841300964,-0.46440696716308594,0.9564118981361389,1.0908040686109473,1.3678895235061646,1.1454563424096769,24.042850494384766,9.203070334460406,18.618318557739258,,40.0,403010.0,40301040.0,Financials,Insurance,Property & Casualty Insurance,34.38285827636719,0.8666110834232453,45.406539456096255,51000.0,38000.0
IFC CN Equity,INTACT FINANCIAL,49358660864.64001,IFC CN,Financials,Insurance,Insurance,199477824.0,-1.0940029621124268,-1.1372830867767334,-0.18699096143245697,-0.8754267692565918,-0.5871307849884033,-0.13395321369171143,0.5294352173805237,-0.48163479566574097,0.3673217296600342,-0.6721629500389099,1.6377719640731812,1.953281116697271,3.0541837215423584,2.677440581610227,20.013282775878906,16.8129410440606,13.790339469909668,,40.0,403010.0,40301040.0,Financials,Insurance,Property & Casualty Insurance,,0.8069781041000098,35.12824524854783,30000.0,12223.0
WCN US Equity,WASTE CONNECTION,49092178052.01,WCN US,Industrials,Industrial Services,Commercial Support Services,180226432.0,-1.3939775228500366,-0.9583337306976318,-1.21774423122406,-1.081602692604065,0.5282496809959412,-0.09391579031944275,-0.23130744695663452,-0.3713003098964691,-0.328947514295578,-0.7196212410926819,5.638573169708252,5.105214679839406,5.937575340270996,5.434819682895573,43.75951385498047,35.18500942846141,11.867118835449219,,20.0,202010.0,20201050.0,Industrials,Commercial Services & Supplies,Environmental & Facilities Services,56.3424186706543,0.5947304663672967,22.014974856440304,22539.0,16356.0
IMO CN Equity,IMPERIAL OIL,49061753533.939995,IMO CN,Energy,Oil & Gas,Oil & Gas Supply Chain,166456992.0,-1.0270907878875732,-0.6082385182380676,0.6946758031845093,-0.8375007510185242,-0.7259050607681274,0.015050649642944336,1.5297231674194336,-0.05123404785990715,0.6342417001724243,1.2352960109710693,1.0301951169967651,0.941076981812739,2.133998155593872,1.9992196572347136,10.7026948928833,11.400107298946711,20.781082153320312,,10.0,101020.0,10102010.0,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,32.763301849365234,1.0055939605463895,28.53104760780727,5300.0,5700.0
HMC US Equity,HONDA MOTOR-ADR,49051200000.00001,HMC US,Consumer Discretionary,Consumer Discretionary Products,Automotive,47529544.0,-0.045340653508901596,-1.2848129272460938,0.7233446836471558,-0.6522957682609558,0.5846669673919678,-0.6283121705055237,2.4074926376342773,-1.3067247867584229,1.8944019079208374,-0.7269290089607239,0.3205762505531311,0.3599135632693531,0.5428345203399658,,7.044705390930176,11.100624361191029,7.962281227111816,4.699967243408124,25.0,251020.0,25102010.0,Consumer Discretionary,Automobiles,Automobile Manufacturers,58.96791076660156,0.8947289220785256,-16.914183837579277,194993.0,219722.0
LNG US Equity,CHENIERE ENERGY,48792670903.02,LNG US,Energy,Oil & Gas,Oil & Gas Supply Chain,495496576.0,-0.9984219670295715,0.8694703578948975,-0.9113786220550537,0.1369907408952713,1.675386905670166,0.28204968571662903,0.8294369578361511,0.17762969434261322,-0.21174512803554535,1.5130972862243652,3.1379318237304688,2.599387959283035,9.607553482055664,7.1613860610688596,23.8375301361084,18.277244367590374,78.99632263183594,,10.0,101020.0,10102040.0,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation,70.14385223388672,0.48750472857079813,37.19555167293582,1551.0,1372.0
TRP US Equity,TC ENERGY CORP,48754360343.880005,TRP US,Energy,Oil & Gas,Oil & Gas Supply Chain,88009496.0,-0.8487581610679626,-0.5868755578994751,-0.12870372831821442,0.17790409922599792,1.7646112442016602,0.3414612114429474,0.8458102941513062,-0.8962988257408142,2.142285108566284,-1.118936538696289,4.171535968780518,4.686655765409324,2.4857494831085205,2.437577481020368,14.555460929870605,17.27856441136839,17.211505889892578,,10.0,101020.0,10102040.0,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation,,0.635161213670033,45.43187361453151,,7081.0
VCIT US Equity,VANGUARD INT TER,48696878603.520004,VCIT,,,,470262208.0,,,,,,,,,,,,,,,,,,#N/A Field Not Applicable,,,,,,,,0.4161576875679242,4.927623821969274,,
SLF CN Equity,SUN LIFE FINANCI,48539802276.0,SLF CN,Financials,Insurance,Insurance,365202240.0,-0.5301463007926941,-1.2640258073806763,-0.8146142363548279,-0.44482213258743286,-0.6763649582862854,-0.07512976229190826,1.2971872091293335,-1.2010232210159302,1.547063946723938,-1.2112243175506592,1.4994701147079468,1.587563854273917,2.121030569076538,1.914625214761058,13.75601577758789,11.116421563626009,16.19630241394043,,40.0,403010.0,40301020.0,Financials,Insurance,Life & Health Insurance,,0.839255543235511,24.873519332801596,30941.0,22318.0
LULU US Equity,LULULEMON ATH,48482021302.50001,LULU US,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,553183104.0,-1.6322827339172363,0.6277686357498169,0.6169342398643494,1.8202251195907593,-0.5865494012832642,-1.4153945446014404,-0.12663903832435608,1.5895540714263916,-0.7094537615776062,2.298309087753296,4.886580944061279,4.277786412552232,12.20169734954834,8.069326254165258,27.81007957458496,25.41964218143253,46.21346664428711,,25.0,252030.0,25203010.0,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",,1.0125553166023293,-13.031129196392,38000.0,15700.0
DDOG US Equity,DATADOG INC-A,48394951564.950005,DDOG US,Technology,Software & Tech Services,Software,611725888.0,-2.082528829574585,-1.3008928298950195,-1.8107177019119263,1.3658244609832764,-1.0997154712677002,-0.3262033462524414,-0.8634951114654541,1.6894145011901855,-0.7094537615776062,0.963967502117157,18.755720138549805,14.592272409445105,18.407854080200195,13.74688891420293,268.4312438964844,65.72530687797163,8.663724899291992,42.963500075112464,45.0,451030.0,45103010.0,Information Technology,Software,Application Software,41.55517578125,1.263757359500494,9.209921320624769,5200.0,1212.0
URI US Equity,UNITED RENTALS,48372967488.6,URI US,Industrials,Industrial Services,Industrial Support Services,439949344.0,-1.1466456651687622,-0.30915096402168274,0.2835017144680023,0.48333439230918884,0.9572594165802002,0.13592387735843658,0.633352518081665,-0.17134840786457062,-0.1736859381198883,-0.3270198702812195,3.2008073329925537,3.0240786354618012,5.610294342041016,4.720905642914549,23.984539031982422,16.082067965909374,30.742597579956055,0,20.0,201070.0,20107010.0,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,,1.3463268683564424,14.52437289241486,27900.0,19100.0
MPC US Equity,MARATHON PETROLE,48246909474.240005,MPC US,Energy,Oil & Gas,Oil & Gas Supply Chain,524039264.0,-0.33256927132606506,-0.699426531791687,0.06821198761463165,0.24891149997711182,0.8123424053192139,-0.7576949596405029,1.618332862854004,0.27226632833480835,0.6550049781799316,1.7971417903900146,0.36717531085014343,0.37976610565549795,2.5769290924072266,2.7299434076669877,16.07076644897461,17.182494450143757,20.18975257873535,,10.0,101020.0,10102030.0,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,,0.6751106455884622,-9.669352610699589,18200.0,60350.0
SU US Equity,SUNCOR ENERGY,48228284255.0,SU US,Energy,Oil & Gas,Oil & Gas Supply Chain,221622720.0,-0.6947529315948486,-0.6651799082756042,-0.2698647677898407,0.36740097403526306,-0.2508588433265686,0.17313171923160553,2.4246270656585693,-0.6152741312980652,1.6143090724945068,0.3192838430404663,1.391084909439087,1.4151566956210275,1.5485981702804565,1.4792425359015824,11.37362289428711,11.323177352643018,18.463592529296875,,10.0,101020.0,10102010.0,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,,0.6264579823420272,25.898880000832868,14906.0,12480.0
GWO CN Equity,GREAT-WEST LIFEC,48199286219.53001,GWO CN,Financials,Insurance,Insurance,194373728.0,-0.37106576561927795,-1.3693493604660034,0.0191611610352993,-0.7207358479499817,-0.49271807074546814,-0.4653535783290863,1.8634297847747803,-1.0920202732086182,1.9796005487442017,-1.2160106897354126,1.5579382181167603,0.6871538709535343,1.7970726490020752,1.7576348912623108,16.921497344970703,10.60146717991175,15.470090866088867,,40.0,403010.0,40301020.0,Financials,Insurance,Life & Health Insurance,47.43989562988281,0.519899755831245,21.41573674784507,,24000.0
NA CN Equity,NATL BK CANADA,48079529855.84,NA CN,Financials,Banking,Banking,525575136.0,-0.5367064476013184,-1.2763473987579346,-1.5372676849365234,0.04450550675392151,-1.1413638591766357,0.08906596899032593,0.033565182238817215,-0.7022541165351868,1.2888028621673584,-1.0306789875030518,1.4956163167953491,3.662381098119721,1.904971957206726,1.687627308368703,11.69286060333252,11.350183069203535,17.104034423828125,,40.0,401010.0,40101010.0,Financials,Banks,Diversified Banks,,0.5748948657957281,27.567399150651518,29196.0,24557.0
COR US Equity,CENCORA INC,48068166286.159996,COR US,Health Care,Health Care,Health Care Facilities & Svcs,570896384.0,-0.2062130868434906,0.4273335039615631,-1.6628206968307495,0.02574175037443638,0.29831409454345703,-0.5756484270095825,0.25768089294433594,1.035070538520813,-0.2216549515724182,0.7329051494598389,0.160869300365448,0.1451716765738309,212.07260131835938,23.588001435108374,21.24420928955078,15.542215309847279,245.3203582763672,0,35.0,351020.0,35102010.0,Health Care,Health Care Providers & Services,Health Care Distributors,56.54360580444336,0.41162790415063727,5.229779605855955,46000.0,21000.0
FLUT US Equity,FLUTTER ENTER-DI,47808662525.94,FLUT US,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,281358560.0,-1.2136874198913574,-2.507570505142212,0.7931532263755798,-0.5922183394432068,0.10887981951236725,0.5542637705802917,-0.5147107839584351,0.006503751035779715,-0.7094537615776062,-0.5205105543136597,4.0315165519714355,2.7819766070800056,4.732567310333252,4.603906678053064,,28.02160563496457,-11.594477653503418,6.488549618320611,25.0,253010.0,25301010.0,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming,,1.001149396650889,29.56047812491005,23009.0,7702.0
NDAQ US Equity,NASDAQ INC,47601424763.28,NDAQ US,Financials,Financial Services,Institutional Financial Svcs,238174624.0,-1.4225609302520752,0.5242109894752502,-0.7693805694580078,-0.40025821328163147,0.34285902976989746,0.013428506441414356,-0.249979630112648,-0.43228185176849365,-0.042883485555648804,-1.0720264911651611,10.250783920288086,9.363918601303926,4.25354528427124,4.028722564629005,37.606380462646484,25.870722967849634,10.151314735412598,,40.0,402030.0,40203040.0,Financials,Capital Markets,Financial Exchanges & Data,,0.7522872937096,47.58138884209866,8525.0,4099.0
O US Equity,REALTY INCOME,47366422026.0,O US,Real Estate,Real Estate,REIT,233528432.0,-1.1649235486984253,-0.5564057230949402,-0.2962665557861328,-0.06524787843227386,0.7595715522766113,-1.0260624885559082,0.2061421126127243,-0.02297458052635193,2.616110324859619,-0.9908225536346436,8.926759719848633,8.59151993994728,1.2371764183044434,1.2695868138755335,37.681800842285156,33.552943945876,2.4782838821411133,,60.0,601070.0,60107010.0,Real Estate,Retail REITs,Retail REITs,54.63233184814453,0.4099628598833049,7.28903063113151,418.0,165.0
GM US Equity,GENERAL MOTORS C,47153139614.49,GM US,Consumer Discretionary,Consumer Discretionary Products,Automotive,650469760.0,0.09946701675653458,-1.3150267601013184,-1.5498441457748413,1.054260015487671,1.6439210176467896,0.2769758105278015,3.0000126361846924,-0.9372839331626892,-0.16225822269916534,-0.7676339745521545,0.2813165783882141,0.2605673230413989,0.7513635158538818,0.6732008841014675,4.055718898773193,4.25410102339864,11.289436340332031,,25.0,251020.0,25102010.0,Consumer Discretionary,Automobiles,Automobile Manufacturers,77.03450775146484,0.921469821929421,23.6626017854473,162000.0,164000.0
ROST US Equity,ROSS STORES INC,47044604200.23,ROST US,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,335601472.0,-1.2510132789611816,-0.16515366733074188,-0.8525076508522034,0.06693406403064728,0.05820297449827194,-0.5741604566574097,0.03319200128316879,-0.01835109107196331,-0.15387170016765594,0.43068552017211914,2.217184543609619,2.1054870474089595,8.947033882141113,7.4602545941571785,22.455116271972656,21.258331261837334,42.932369232177734,0,25.0,255040.0,25504010.0,Consumer Discretionary,Specialty Retail,Apparel Retail,,0.7649572220309766,0.5238552163922883,108000.0,88100.0
KR US Equity,KROGER CO,47034398450.0,KR US,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,412507264.0,-0.4257754385471344,-1.115515112876892,-0.8008018136024475,0.004098116885870695,1.3937311172485352,-0.11306675523519516,1.0990076065063477,-0.744027853012085,0.48016926646232605,-0.5348383188247681,0.3128603994846344,0.31548931864549346,3.648061752319336,3.7535495969328685,14.098397254943848,13.506458946359134,22.954084396362305,,30.0,301010.0,30101030.0,Consumer Staples,Consumer Staples Distribution & Retail,Food Retail,,0.47313120021162636,49.077591501558196,414000.0,453000.0
AIG US Equity,AMERICAN INTERNA,46589334618.75,AIG US,Financials,Insurance,Insurance,234207840.0,-0.4492102265357971,-1.574466586112976,0.17932994663715363,-0.14787906408309937,-0.5356155037879944,-0.5854589939117432,1.2899303436279297,-1.8388745784759521,0.4946037530899048,-1.1285182237625122,1.4124703407287598,1.7028379035004138,1.0452353954315186,0.9707415061876037,11.021988868713379,11.082041638095928,-5.260107040405273,,40.0,403010.0,40301030.0,Financials,Insurance,Multi-line Insurance,,0.7678890797357386,9.281574388524971,25200.0,49600.0
FANG US Equity,DIAMONDBACK ENER,46172251247.21999,FANG US,Energy,Oil & Gas,Oil & Gas Supply Chain,334907552.0,-1.0075569152832031,-0.677343487739563,-0.5800892114639282,0.3929122984409332,-0.14692139625549316,-0.20997783541679382,1.2440290451049805,0.5389061570167542,0.4862353801727295,1.0027821063995361,3.069875478744507,3.1160645004623344,1.236778974533081,1.1164412290647876,9.29252815246582,10.07271687179962,11.96451187133789,,10.0,101020.0,10102020.0,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,,0.6357798343891804,9.077168626991995,1023.0,711.0
PWR US Equity,QUANTA SERVICES,46090244422.8,PWR US,Industrials,Industrial Services,Engineering & Construction,374990368.0,-1.2089749574661255,-1.105980396270752,-0.2721284329891205,-0.05820942670106888,-0.12938126921653748,0.5528907775878906,-0.1616988480091095,1.1189583539962769,-0.6332297921180725,0.4826648235321045,1.995872139930725,1.7002564408096157,6.518116474151611,5.6002432611394095,55.17006301879883,30.08437849991209,12.415630340576172,,20.0,201030.0,20103010.0,Industrials,Construction & Engineering,Construction & Engineering,,1.4844508467923163,49.66717401814324,52500.0,39200.0
D US Equity,DOMINION ENERGY,45889725868.380005,D US,Utilities,Utilities,Electric Utilities,280336032.0,-0.8155770897865295,-1.0469914674758911,-0.1312638819217682,-0.28194764256477356,1.3080711364746094,-0.4203851521015167,0.7657416462898254,-1.259533405303955,2.0404396057128906,-1.0863730907440186,3.1376891136169434,2.863825340199485,1.7484604120254517,1.621756018183414,,16.02044044678238,9.227892875671387,,55.0,551030.0,55103010.0,Utilities,Multi-Utilities,Multi-Utilities,50.15591812133789,0.27216333835256085,29.000904028819384,17700.0,21300.0
BKR US Equity,BAKER HUGHES CO,45743167654.8,BKR US,Energy,Oil & Gas,Oil & Gas Services & Equip,463614752.0,-0.9813871383666992,-0.8673607707023621,-0.3636533319950104,0.020473990589380264,-0.34552425146102905,0.357254296541214,0.5935684442520142,-0.0470522977411747,0.39732447266578674,0.3168465495109558,1.6503764390945435,1.6302749732151207,2.7071914672851562,2.5016246717787327,26.90703582763672,17.51852649600507,18.46697425842285,0,10.0,101010.0,10101020.0,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,,0.8439232691960283,62.712035418430155,57000.0,68000.0
VRT US Equity,VERTIV HOLDING-A,45558282708.96,VRT US,Industrials,Industrial Products,Electrical Equipment,884636480.0,-1.70546293258667,-0.5287829637527466,0.3359714150428772,2.63360857963562,0.38193535804748535,2.3246774673461914,-0.443447470664978,0.9810621738433838,-0.6323913335800171,0.6434966921806335,6.08433198928833,4.9215097283293945,25.113203048706055,15.087481911535754,79.74890899658203,33.43271726311807,32.962921142578125,,20.0,201040.0,20104010.0,Industrials,Electrical Equipment,Electrical Components & Equipment,41.4042854309082,2.206090397390969,100.07171863658382,27000.0,
FICO US Equity,FAIR ISAAC CORP,45389900002.68,FICO US,Financials,Financial Services,Specialty Finance,611614144.0,-2.4890105724334717,2.8368842601776123,0.770647406578064,0.08757612854242325,1.7976415157318115,0.6998567581176758,-0.822087824344635,0.3516002297401428,-0.7094537615776062,0.22901752591133118,25.738861083984375,21.649574431532717,,,94.42769622802734,58.66837633315472,,9.825761010681887,45.0,451030.0,45103010.0,Information Technology,Software,Application Software,35.499446868896484,1.0929590710457346,45.17240471994421,3586.0,4009.0
GLW US Equity,CORNING INC,45353377911.259995,GLW US,Technology,Tech Hardware & Semiconductors,Technology Hardware,270562048.0,-1.2418850660324097,-1.4936059713363647,-0.3392461836338043,-0.18161585927009583,0.15142865478992462,0.5940225720405579,-0.1365043669939041,-1.227219581604004,0.5668230652809143,-0.8050709366798401,3.446660280227661,2.9022278081296498,4.030003070831299,4.145661826097478,38.47673797607422,22.284616852508417,4.550973892211914,8.30157036133557,45.0,452030.0,45203015.0,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components,,0.9927162229467626,71.5013921906896,49800.0,51500.0
MNST US Equity,MONSTER BEVERAGE,45290240519.630005,MNST US,Consumer Staples,Consumer Staple Products,Beverages,300900800.0,-1.6864622831344604,0.2676697373390198,-0.11113449186086655,-0.16513925790786743,-0.8990365266799927,-1.3800458908081055,-0.19274134933948517,-0.0850675031542778,-0.7094537615776062,-0.13188225030899048,6.413819789886475,5.5824534796267535,7.835934638977051,6.016671310302171,29.722110748291016,24.725452462279076,23.516706466674805,0,30.0,302010.0,30201030.0,Consumer Staples,Beverages,Soft Drinks & Non-alcoholic Beverages,,0.43620342001248646,-17.51682527456564,5254.0,2354.0
MSCI US Equity,MSCI INC,44990791700.61,MSCI US,Financials,Financial Services,Specialty Finance,397342624.0,-2.036997079849243,1.788751244544983,-0.3935951590538025,-0.13563032448291779,1.8712316751480103,-0.5551100969314575,-0.5014926195144653,-0.036689482629299164,-0.02048839069902897,-0.06468139588832855,15.964079856872559,14.340692918509752,,,41.56517028808594,33.66245416874823,,5.5548280749322165,40.0,402030.0,40203040.0,Financials,Capital Markets,Financial Exchanges & Data,,0.7723365861022491,-0.7663052733155484,6132.0,3396.0
FIS US Equity,FIDELITY NATIONA,44909520210.68,FIS US,Financials,Financial Services,Specialty Finance,182043168.0,-1.2328771352767944,-0.8625588417053223,-0.8702741861343384,-0.0010196317452937365,0.2401522845029831,-0.18046848475933075,0.3500988185405731,-2.3849430084228516,0.3039166033267975,0.16163483262062073,4.697135925292969,4.219737564457307,2.733844041824341,2.6550081251556827,28.75375747680664,14.43489079082574,7.989790916442871,,40.0,402010.0,40201060.0,Financials,Financial Services,Transaction & Payment Processing Services,,0.6675188404960478,37.784958943733486,60000.0,47000.0
ALC US Equity,ALCON INC,44753132000.0,ALC US,Health Care,Health Care,Medical Equipment & Devices,144163056.0,-1.2566072940826416,-1.114118218421936,0.1718590259552002,-1.0583041906356812,-0.5133869647979736,-0.7533731460571289,0.01577489636838436,-0.692773163318634,-0.5450575351715088,-0.8280168175697327,4.575922012329102,4.261194323606817,2.0906383991241455,1.9675386902032705,38.54153060913086,26.548557319675854,5.589657783508301,8.728613871529555,35.0,351010.0,35101020.0,Health Care,Health Care Equipment & Supplies,Health Care Supplies,66.09999084472656,0.7081604120536807,16.869041214159665,25315.0,
